Province,Region,Island Group,Municipality/City,Geographic Level,Country
Surigao del Norte,Region XIII (Caraga),Luzon,San Isidro,municipality,Philippines
Surigao del Norte,Region XIII (Caraga),Luzon,Santa Monica,municipality,Philippines
Surigao del Norte,Region XIII (Caraga),Luzon,Sison,municipality,Philippines
Surigao del Norte,Region XIII (Caraga),Luzon,Socorro,municipality,Philippines
Surigao del Norte,Region XIII (Caraga),Luzon,Tagana-An,municipality,Philippines
Surigao del Norte,Region XIII (Caraga),Luzon,Tubod,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Barobo,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Bayabas,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Cagwait,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Cantilan,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Carmen,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Carrascal,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,City of Bislig,component_city,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,City of Tandag,component_city,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Cortes,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Hinatuan,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Lanuza,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Lianga,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Lingig,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Madrid,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Marihatag,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,San Agustin,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,San Miguel,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Tagbina,municipality,Philippines
Surigao del Sur,Region XIII (Caraga),Luzon,Tago,municipality,Philippines
